Yasuko SAKASHITA POSITION,Yasuko SAKASHITA LAP TIME,Yasuko SAKASHITA ELAPSED TIME,CHOI Jung-Won POSITION,CHOI Jung-Won LAP TIME,CHOI Jung-Won ELAPSED TIME,Dariya VOLOKITINA POSITION,Dariya VOLOKITINA LAP TIME,Dariya VOLOKITINA ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME
1,7.66,7.66,4,7.98,7.98,3,7.81,7.81,2,7.78,7.78
1,10.02,17.68,4,10.00,17.98,2,9.97,17.78,3,10.08,17.86
1,9.61,27.29,4,9.53,27.51,2,9.59,27.37,3,9.56,27.42
1,9.66,36.95,4,9.63,37.14,2,9.67,37.04,3,9.64,37.06
1,9.80,46.750,3,9.88,47.017,4,9.99,47.022,2,9.82,46.877
