Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME
1,7.006,7.006,3,7.147,7.147,2,7.121,7.121,4,7.277,7.277
2,9.284,16.289,1,9.126,16.272,3,9.214,16.335,4,9.080,16.357
4,8.929,25.218,2,8.833,25.105,1,8.763,25.098,3,8.800,25.156
3,8.855,34.072,4,9.009,34.114,1,8.658,33.756,2,8.834,33.989
4,9.42,43.486,2,9.01,43.120,1,9.08,42.836,3,9.23,43.212
