SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Jumpei YOSHIZAWA POSITION,Jumpei YOSHIZAWA LAP TIME,Jumpei YOSHIZAWA ELAPSED TIME,Benoit DEVILLE DUC POSITION,Benoit DEVILLE DUC LAP TIME,Benoit DEVILLE DUC ELAPSED TIME,ARLT Christian POSITION,ARLT Christian LAP TIME,ARLT Christian ELAPSED TIME
3,7.145,7.145,1,6.707,6.707,2,7.082,7.082,4,7.582,7.582
2,9.153,16.297,1,9.239,15.946,3,9.404,16.485,4,9.510,17.092
2,8.964,25.261,1,9.140,25.085,3,9.120,25.605,4,9.497,26.588
2,9.291,34.552,1,9.365,34.450,3,9.307,34.911,4,9.508,36.096
1,9.27,43.817,2,9.53,43.980,3,9.41,44.321,4,9.51,45.598
