Cees JUFFERMANS POSITION,Cees JUFFERMANS LAP TIME,Cees JUFFERMANS ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME,Bulat VALIULLIN POSITION,Bulat VALIULLIN LAP TIME,Bulat VALIULLIN ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME
2,7.313,7.313,3,7.339,7.339,1,7.089,7.089,4,7.423,7.423
2,9.188,16.500,3,9.223,16.561,1,9.090,16.178,4,9.451,16.873
1,8.629,25.128,2,8.644,25.205,3,9.274,25.452,4,8.791,25.664
2,9.034,34.161,1,8.757,33.961,3,8.870,34.322,4,8.848,34.512
2,8.91,43.069,1,8.93,42.888,3,9.17,43.487,4,9.10,43.606
