START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
3,8.82,8.82,4,8.98,8.98,2,8.65,8.65,5,9.09,,1,8.40,8.40,6,9.33,9.33,7,9.45,9.45,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Rep.Heats,1
3,10.60,19.42,4,10.54,19.52,2,10.63,19.28,5,10.56,,1,10.76,19.16,6,10.45,19.78,7,10.40,19.85,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Rep.Heats,1
3,10.00,29.42,4,10.02,29.54,2,10.02,29.30,5,9.99,,1,10.03,29.19,6,10.02,29.80,7,10.08,29.93,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Rep.Heats,1
3,10.02,39.44,4,9.99,39.53,2,10.03,39.33,6,9.99,,1,10.03,39.22,5,9.82,39.62,7,9.87,39.80,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Rep.Heats,1
3,10.13,49.57,5,10.23,49.76,2,10.12,49.45,6,10.25,,1,10.14,49.36,4,10.06,49.68,7,10.19,49.99,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Rep.Heats,1
3,10.09,59.66,4,10.00,59.76,2,10.10,59.55,6,9.98,,1,10.09,59.45,5,10.15,59.83,7,10.10,1:00.09,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Rep.Heats,1
3,10.00,1:09.66,6,10.24,1:10.00,1,9.98,1:09.53,5,10.08,,2,10.10,1:09.55,4,10.04,1:09.87,7,10.05,1:10.14,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Rep.Heats,1
2,9.62,1:19.28,6,9.78,1:19.78,1,9.61,1:19.14,5,9.70,,4,9.93,1:19.48,3,9.58,1:19.45,7,10.00,1:20.14,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Rep.Heats,1
2,9.47,1:28.75,5,9.26,1:29.04,1,9.48,1:28.62,4,9.29,,6,9.86,1:29.34,3,9.31,1:28.76,7,9.56,1:29.70,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Rep.Heats,1
3,9.53,1:38.28,5,9.46,1:38.50,1,9.39,1:38.01,4,9.48,,6,9.95,1:39.29,2,9.44,1:38.20,7,9.61,1:39.31,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Rep.Heats,1
2,9.30,1:47.58,3,9.28,1:47.78,1,9.31,1:47.32,6,20.90,,5,10.20,1:49.49,7,28.03,2:06.23,4,10.07,1:49.38,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Rep.Heats,1
1,9.11,1:56.69,3,9.12,1:56.90,2,9.47,1:56.79,7,24.65,,5,10.56,2:00.05,6,15.86,2:22.09,4,10.66,2:00.04,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Rep.Heats,1
1,9.28,2:05.97,2,9.25,2:06.15,3,9.68,2:06.47,7,14.30,,5,10.77,2:10.82,6,10.84,2:32.93,4,10.75,2:10.79,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Rep.Heats,1
1,9.56,2:15.519,2,9.64,2:15.771,3,10.07,2:16.522,7,11.50,,5,11.03,2:21.838,6,11.18,2:44.081,4,10.74,2:21.508,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Rep.Heats,1
