Gregory DURAND POSITION,Gregory DURAND LAP TIME,Gregory DURAND ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Derek GRAY POSITION,Derek GRAY LAP TIME,Derek GRAY ELAPSED TIME
2,13.151,13.151,3,13.199,13.199,4,13.296,13.296,1,12.903,12.903
3,10.226,23.376,2,10.173,23.372,4,10.308,23.603,1,10.345,23.248
1,9.679,33.055,2,9.797,33.168,4,9.743,33.346,3,9.943,33.191
1,9.621,42.675,3,9.754,42.922,4,9.660,43.005,2,9.520,42.710
1,9.523,52.198,3,9.561,52.482,4,9.604,52.609,2,9.600,52.310
2,9.685,1:01.882,1,9.273,1:01.755,3,9.331,1:01.940,4,9.759,1:02.068
3,9.675,1:11.556,2,9.347,1:11.101,1,9.078,1:11.017,4,9.597,1:11.665
3,9.652,1:21.208,2,9.604,1:20.705,1,9.331,1:20.348,4,9.890,1:21.554
3,9.86,1:31.066,2,10.01,1:30.715,1,9.88,1:30.227,4,10.71,1:32.256
