Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Rusty SMITH POSITION,Rusty SMITH LAP TIME,Rusty SMITH ELAPSED TIME
4,15.291,15.291,1,15.016,15.016,2,15.072,15.072,3,15.104,15.104
4,10.782,26.073,1,10.396,25.411,3,10.842,25.914,2,10.692,25.795
4,9.947,36.020,3,10.392,35.802,1,9.802,35.715,2,9.979,35.773
4,9.924,45.943,2,9.809,45.611,1,9.822,45.537,3,9.942,45.714
4,9.597,55.540,1,9.588,55.198,2,9.785,55.321,3,9.607,55.321
4,9.552,1:05.092,3,9.864,1:05.062,1,9.521,1:04.842,2,9.608,1:04.928
4,9.515,1:14.607,3,9.190,1:14.251,2,9.269,1:14.110,1,9.080,1:14.008
4,9.507,1:24.113,3,9.463,1:23.713,1,9.150,1:23.259,2,9.277,1:23.285
4,9.51,1:33.618,3,9.79,1:33.495,2,8.93,1:32.187,1,8.86,1:32.145
