CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,Geneve BELANGER POSITION,Geneve BELANGER LAP TIME,Geneve BELANGER ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME
5,14.18,14.18,2,13.99,13.99,4,14.14,14.14,1,13.94,13.94,3,14.03,14.03
1,9.78,23.96,4,10.15,24.14,3,9.99,24.13,2,10.12,24.06,5,10.35,24.38
1,9.79,33.75,4,9.89,34.03,3,9.80,33.93,2,9.78,33.84,5,9.79,34.17
1,9.70,43.45,4,9.66,43.69,2,9.60,43.53,3,9.72,43.56,5,9.73,43.90
1,9.59,53.04,4,9.69,53.38,2,9.62,53.15,3,9.75,53.31,5,9.59,53.49
1,9.69,1:02.73,4,9.62,1:03.00,2,9.66,1:02.81,3,9.60,1:02.91,5,9.64,1:03.13
1,9.61,1:12.34,4,9.60,1:12.60,2,9.60,1:12.41,3,9.61,1:12.52,5,9.65,1:12.78
1,9.48,1:21.82,4,9.65,1:22.25,2,9.49,1:21.90,3,9.64,1:22.16,5,9.69,1:22.47
1,9.51,1:31.326,4,9.83,1:32.076,2,9.55,1:31.443,3,9.84,1:31.995,5,10.15,1:32.614
