MURPHY Peter POSITION,MURPHY Peter LAP TIME,MURPHY Peter ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,Tunay SIMSEK POSITION,Tunay SIMSEK LAP TIME,Tunay SIMSEK ELAPSED TIME,Salvijus RAMANAUSKAS POSITION,Salvijus RAMANAUSKAS LAP TIME,Salvijus RAMANAUSKAS ELAPSED TIME
3,7.21,7.21,2,6.94,6.94,1,6.69,6.69,4,7.47,7.47,5,7.55,7.55
3,9.36,16.57,2,8.97,15.91,1,8.68,15.37,4,9.25,16.72,5,9.18,16.73
3,8.93,25.50,2,8.62,24.53,1,8.48,23.85,4,8.98,25.70,4,8.97,25.70
3,9.33,34.83,2,8.74,33.27,1,8.68,32.53,4,9.26,34.96,5,9.46,35.16
3,9.52,44.356,2,9.06,42.33,1,8.86,41.39,4,9.93,44.890,5,10.66,45.820
