Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Tom RIETZKE POSITION,Tom RIETZKE LAP TIME,Tom RIETZKE ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,KIM Tae Song POSITION,KIM Tae Song LAP TIME,KIM Tae Song ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Alex BRYANT POSITION,Alex BRYANT LAP TIME,Alex BRYANT ELAPSED TIME
2,13.43,13.43,4,13.58,13.58,3,13.55,13.55,6,13.92,13.92,5,13.73,13.73,1,13.24,13.24
2,10.01,23.44,4,10.03,23.61,3,9.97,23.52,6,9.96,23.88,5,10.01,23.74,1,10.10,23.34
2,9.91,33.35,4,9.93,33.54,3,9.90,33.42,6,9.89,33.77,5,9.91,33.65,1,9.89,33.23
2,9.51,42.86,4,9.50,43.04,3,9.50,42.92,6,9.50,43.27,5,9.49,43.14,1,9.54,42.77
1,9.12,51.98,3,9.20,52.24,2,9.19,52.11,5,9.16,52.43,4,9.12,52.26,6,26.48,1:09.25
6,35.17,1:27.15,4,21.71,1:13.95,2,9.00,1:01.11,3,18.27,1:10.70,1,8.81,1:01.07,5,13.90,1:23.15
6,26.68,1:53.83,4,11.36,1:25.31,2,8.92,1:10.03,3,11.88,1:22.58,1,8.85,1:09.92,5,10.69,1:33.84
6,15.83,2:09.66,4,10.22,1:35.53,2,9.12,1:19.15,3,10.71,1:33.29,1,9.12,1:19.04,5,9.72,1:43.56
6,13.61,2:23.27,4,10.34,1:45.87,2,9.88,1:29.03,3,10.29,1:43.58,1,9.39,1:28.43,5,14.62,1:58.18
