KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME
3,13.448,13.448,1,13.144,13.144,2,13.295,13.295,4,13.645,13.645
4,10.489,23.937,2,10.584,23.728,1,10.213,23.508,3,10.233,23.878
3,10.114,34.051,2,10.192,33.920,1,10.241,33.749,4,10.285,34.163
3,10.128,44.179,2,10.114,44.034,1,10.124,43.873,4,10.177,44.340
3,9.915,54.094,1,9.666,53.700,2,10.067,53.940,4,9.762,54.101
3,9.293,1:03.386,1,9.451,1:03.150,2,9.318,1:03.258,4,9.511,1:03.613
0,,,2,9.332,1:12.483,1,9.180,1:12.438,3,9.119,1:12.732
1,,1:21.283,2,8.844,1:21.326,3,9.176,1:21.614,4,9.031,1:21.763
1,8.920,1:30.203,2,8.899,1:30.226,3,9.369,1:30.983,4,9.501,1:31.264
