Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Yasuko SAKASHITA POSITION,Yasuko SAKASHITA LAP TIME,Yasuko SAKASHITA ELAPSED TIME
1,7.34,7.34,2,7.50,7.50,3,7.59,7.59,4,7.79,7.79
1,9.66,17.00,2,9.62,17.12,3,9.67,17.26,4,9.65,17.44
1,9.35,26.35,2,9.32,26.44,3,9.30,26.56,4,9.35,26.79
1,9.26,35.61,2,9.26,35.70,3,9.26,35.82,4,9.51,36.30
1,9.47,45.072,2,9.48,45.172,3,9.49,45.302,4,9.68,45.974
