BYUN Chun-Sa POSITION,BYUN Chun-Sa LAP TIME,BYUN Chun-Sa ELAPSED TIME,Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Catia BORRELLO POSITION,Catia BORRELLO LAP TIME,Catia BORRELLO ELAPSED TIME
1,7.490,7.490,3,7.690,7.690,2,7.538,7.538,4,7.804,7.804
1,9.522,17.011,3,9.886,17.576,2,9.625,17.163,4,9.824,17.627
1,9.154,26.165,3,9.497,27.073,2,9.220,26.382,4,9.478,27.104
1,9.338,35.502,3,9.838,36.910,2,9.262,35.643,4,9.915,37.019
1,9.49,44.986,0,,DQ,2,9.53,45.167,3,10.27,47.280
