Hazim SHAHRUM POSITION,Hazim SHAHRUM LAP TIME,Hazim SHAHRUM ELAPSED TIME,TSANG Kei Wing Kelvin POSITION,TSANG Kei Wing Kelvin LAP TIME,TSANG Kei Wing Kelvin ELAPSED TIME,Fabrice DUFBERG SUH POSITION,Fabrice DUFBERG SUH LAP TIME,Fabrice DUFBERG SUH ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME
3,7.66,7.66,4,7.81,7.81,2,7.10,7.10,1,7.02,7.02
3,9.79,17.45,4,9.84,17.65,2,9.25,16.35,1,9.15,16.17
3,9.37,26.82,4,9.45,27.10,2,8.65,25.00,1,8.77,24.94
3,9.54,36.36,4,9.66,36.76,1,8.84,33.84,2,8.98,33.92
3,9.73,46.102,4,9.98,46.746,1,8.98,42.832,2,9.10,43.038
