Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME
4,14.18,14.18,2,13.97,13.97,1,13.84,13.84,5,14.26,14.26,3,14.07,14.07
5,10.59,24.77,2,10.59,24.56,1,10.64,24.48,4,10.49,24.75,3,10.51,24.58
5,9.72,34.49,2,9.60,34.16,1,9.59,34.07,3,9.52,34.27,4,9.70,34.28
5,9.27,43.76,2,9.22,43.38,1,9.21,43.28,3,9.21,43.48,4,9.31,43.59
5,9.16,52.92,2,9.20,52.58,1,9.22,52.50,3,9.22,52.70,4,9.20,52.79
5,9.39,1:02.31,2,9.26,1:01.84,1,9.25,1:01.75,3,9.30,1:02.00,4,9.34,1:02.13
5,9.47,1:11.78,2,8.97,1:10.81,1,8.97,1:10.72,3,9.12,1:11.12,4,9.05,1:11.18
5,9.89,1:21.67,2,9.09,1:19.90,1,9.08,1:19.80,4,9.46,1:20.58,3,9.15,1:20.33
5,10.40,1:32.070,2,9.20,1:29.10,1,9.25,1:29.05,4,9.92,1:30.501,3,9.38,1:29.716
