HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,Firat YARDIMCI POSITION,Firat YARDIMCI LAP TIME,Firat YARDIMCI ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,Jack BURROWS POSITION,Jack BURROWS LAP TIME,Jack BURROWS ELAPSED TIME
1,6.79,6.79,2,6.92,6.92,3,7.06,7.06,4,7.22,7.22,5,7.42,7.42
1,8.70,15.49,2,8.68,15.60,3,8.82,15.88,4,8.80,16.02,5,8.88,16.30
1,8.18,23.67,2,8.22,23.82,3,8.29,24.17,4,8.42,24.44,5,8.34,24.64
1,8.40,32.07,2,8.34,32.16,3,8.39,32.56,4,8.58,33.02,5,8.58,33.22
1,8.45,40.52,2,8.46,40.62,3,8.63,41.19,4,8.73,41.75,5,8.72,41.94
