SARAULT Courtney Lee POSITION,SARAULT Courtney Lee LAP TIME,SARAULT Courtney Lee ELAPSED TIME,NOH Ah Rum POSITION,NOH Ah Rum LAP TIME,NOH Ah Rum ELAPSED TIME,BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME,KIKUCHI Yuki POSITION,KIKUCHI Yuki LAP TIME,KIKUCHI Yuki ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME
2,13.41,13.41,3,13.54,13.54,4,13.64,13.64,1,13.28,13.28,5,13.77,13.77
1,10.03,23.44,4,10.17,23.71,3,9.98,23.62,1,10.16,23.44,5,10.08,23.85
1,9.89,33.33,3,9.72,33.43,4,9.82,33.44,2,9.90,33.34,5,9.79,33.64
1,9.54,42.87,3,9.62,43.05,4,9.69,43.13,2,9.62,42.96,5,9.59,43.23
1,9.47,52.34,3,9.46,52.51,4,9.47,52.60,2,9.46,52.42,5,9.50,52.73
1,9.47,1:01.81,3,9.45,1:01.96,4,9.45,1:02.05,2,9.47,1:01.89,5,9.48,1:02.21
1,9.56,1:11.37,3,9.56,1:11.52,4,9.55,1:11.60,2,9.56,1:11.45,5,9.50,1:11.71
1,9.60,1:20.97,3,9.63,1:21.15,4,9.72,1:21.32,2,9.60,1:21.05,5,9.67,1:21.38
1,9.81,1:30.78,0,9.73,1:30.88,4,10.00,1:31.329,0,9.84,1:30.89,5,9.99,1:31.375
