BOUDRIAS Megan POSITION,BOUDRIAS Megan LAP TIME,BOUDRIAS Megan ELAPSED TIME,VELZEBOER Xandra POSITION,VELZEBOER Xandra LAP TIME,VELZEBOER Xandra ELAPSED TIME,Siyu WANG POSITION,Siyu WANG LAP TIME,Siyu WANG ELAPSED TIME,POK Jing Ying Alyssa POSITION,POK Jing Ying Alyssa LAP TIME,POK Jing Ying Alyssa ELAPSED TIME,LUTE Kamryn POSITION,LUTE Kamryn LAP TIME,LUTE Kamryn ELAPSED TIME
2,13.89,13.89,3,14.08,14.08,5,14.79,14.79,4,14.38,14.38,1,13.76,13.76
2,10.42,24.31,3,10.33,24.41,5,10.14,24.93,4,10.15,24.53,1,10.44,24.20
2,10.31,34.62,3,10.34,34.75,5,10.17,35.10,4,10.36,34.89,1,10.29,34.49
2,10.26,44.88,3,10.23,44.98,5,10.19,45.29,4,10.23,45.12,1,10.26,44.75
2,10.21,55.09,3,10.22,55.20,5,10.24,55.53,4,10.21,55.33,1,10.26,55.01
1,9.87,1:04.96,2,9.96,1:05.16,5,10.33,1:05.86,4,10.20,1:05.53,3,10.16,1:05.17
2,9.77,1:14.73,1,9.51,1:14.67,5,10.74,1:16.60,4,10.30,1:15.83,3,10.13,1:15.30
2,9.80,1:24.53,1,9.43,1:24.10,5,11.17,1:27.77,4,10.62,1:26.45,3,10.46,1:25.76
2,10.03,1:34.56,1,9.79,1:33.89,5,11.47,1:39.24,4,10.81,1:37.26,3,10.96,1:36.72
