Bram STEENAART POSITION,Bram STEENAART LAP TIME,Bram STEENAART ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,Vincent GIRARD POSITION,Vincent GIRARD LAP TIME,Vincent GIRARD ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,Joshua KAH POSITION,Joshua KAH LAP TIME,Joshua KAH ELAPSED TIME
3,12.73,12.73,2,12.62,12.62,4,12.84,12.84,1,12.53,12.53,5,13.01,13.01
3,9.57,22.30,2,9.53,22.15,4,9.56,22.40,1,9.51,22.04,5,9.52,22.53
3,9.49,31.79,2,9.55,31.70,4,9.53,31.93,1,9.54,31.58,5,9.51,32.04
3,9.28,41.07,2,9.25,40.95,4,9.28,41.21,1,9.24,40.82,5,9.32,41.36
3,9.02,50.09,2,8.93,49.88,4,9.01,50.22,1,8.94,49.76,5,8.98,50.34
3,8.89,58.98,2,8.95,58.83,4,9.03,59.25,1,8.99,58.75,5,9.05,59.39
3,9.18,1:08.16,1,9.17,1:08.00,5,9.33,1:08.58,2,9.30,1:08.05,4,9.04,1:08.43
3,9.36,1:17.52,1,9.30,1:17.30,5,9.71,1:18.29,2,9.46,1:17.51,4,9.39,1:17.82
2,9.46,1:26.98,1,9.48,1:26.78,5,10.44,1:28.707,3,9.69,1:27.20,4,9.85,1:27.653
