Caroline TRUCHON POSITION,Caroline TRUCHON LAP TIME,Caroline TRUCHON ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME
1,7.29,7.29,2,7.39,7.39,4,7.83,7.83,3,7.62,7.62
1,9.48,16.77,2,9.52,16.91,4,9.59,17.42,3,9.61,17.23
1,8.98,25.75,2,9.08,25.99,4,8.95,26.37,3,9.09,26.32
1,9.24,34.99,2,9.40,35.39,4,9.39,35.76,3,9.28,35.60
1,9.52,44.502,2,9.64,45.023,4,9.53,45.282,3,9.48,45.076
