Sherry Lea STUTHRIDGE POSITION,Sherry Lea STUTHRIDGE LAP TIME,Sherry Lea STUTHRIDGE ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,Alix-Myra ANDERSON POSITION,Alix-Myra ANDERSON LAP TIME,Alix-Myra ANDERSON ELAPSED TIME
4,14.47,14.47,3,14.14,14.14,1,14.08,14.08,2,14.11,14.11
4,10.83,25.30,3,10.77,24.91,1,10.61,24.69,2,10.69,24.80
4,10.67,35.97,3,10.57,35.48,1,10.51,35.20,2,10.48,35.28
4,10.95,46.92,3,10.49,45.97,1,10.53,45.73,2,10.55,45.83
4,11.52,58.44,3,10.43,56.40,1,10.45,56.18,2,10.47,56.30
4,11.91,1:10.35,3,10.29,1:06.69,1,10.23,1:06.41,2,10.21,1:06.51
4,12.67,1:23.02,1,9.62,1:16.31,2,9.93,1:16.34,3,10.01,1:16.52
4,14.28,1:37.30,1,9.31,1:25.62,2,9.74,1:26.08,3,10.10,1:26.62
4,13.04,1:50.340,1,9.62,1:35.240,2,9.80,1:35.876,3,10.33,1:36.946
