Sergei KASTOV POSITION,Sergei KASTOV LAP TIME,Sergei KASTOV ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Siarhei YAKUSHKOU POSITION,Siarhei YAKUSHKOU LAP TIME,Siarhei YAKUSHKOU ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME
4,13.690,13.690,2,13.440,13.440,3,13.600,13.600,1,13.410,13.410
4,10.460,24.150,2,10.470,23.920,3,10.410,24.010,1,10.270,23.680
4,10.260,34.410,2,10.210,34.130,3,10.170,34.190,1,10.230,33.910
4,10.120,44.540,2,10.120,44.250,3,10.130,44.320,1,10.100,44.010
4,10.000,54.540,2,9.910,54.160,3,9.860,54.190,1,9.890,53.910
4,9.960,1:04.510,2,9.810,1:03.980,3,9.850,1:04.040,1,9.960,1:03.880
4,10.010,1:14.520,2,9.840,1:13.830,3,9.820,1:13.870,1,9.840,1:13.730
4,10.230,1:24.760,1,9.660,1:23.490,3,9.960,1:23.840,2,9.870,1:23.610
4,10.540,1:35.300,1,9.810,1:33.300,3,9.880,1:33.720,2,9.720,1:33.330
