FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME
1,7.08,7.08,2,7.17,7.17,3,7.31,7.31,4,7.48,7.48
1,9.16,16.24,2,9.20,16.37,3,9.17,16.48,4,9.16,16.64
1,8.64,24.88,4,8.88,25.25,2,8.54,25.02,3,8.61,25.25
1,8.71,33.59,4,8.96,34.21,2,8.74,33.76,3,8.82,34.07
1,8.92,42.504,4,9.09,43.294,2,8.86,42.620,3,8.98,43.046
