KIM Ji Yoo POSITION,KIM Ji Yoo LAP TIME,KIM Ji Yoo ELAPSED TIME,KIKUCHI Moemi POSITION,KIKUCHI Moemi LAP TIME,KIKUCHI Moemi ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME
1,7.61,7.61,2,7.74,7.74,3,7.86,7.86,4,7.96,7.96
1,9.59,17.20,2,9.55,17.29,3,9.51,17.37,4,9.57,17.53
1,8.87,26.07,2,8.86,26.15,3,8.90,26.27,4,8.80,26.33
1,8.93,35.00,2,8.93,35.08,3,8.94,35.21,4,8.95,35.28
1,9.14,44.14,2,9.16,44.24,3,9.14,44.35,4,9.21,44.495
