Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME
4,14.079,14.079,2,13.831,13.831,3,13.868,13.868,5,14.105,14.105,1,13.823,13.823
4,10.836,24.914,2,10.981,24.812,3,11.023,24.891,5,10.868,24.973,1,10.886,24.709
1,9.808,34.722,4,10.381,35.193,3,10.174,35.064,5,20.740,45.712,2,10.182,34.891
1,10.081,44.802,4,9.905,45.098,3,9.983,45.047,5,22.489,1:08.201,2,9.955,44.845
1,10.142,54.944,3,10.037,55.134,4,10.195,55.242,5,14.643,1:22.843,2,10.280,55.124
1,10.338,1:05.281,3,10.323,1:05.457,4,10.253,1:05.495,5,12.710,1:35.553,2,10.223,1:05.346
1,10.275,1:15.556,4,10.431,1:15.887,3,10.248,1:15.742,5,12.044,1:47.596,2,10.240,1:15.586
1,10.384,1:25.939,4,10.596,1:26.482,3,10.421,1:26.162,5,12.303,1:59.899,2,10.407,1:25.992
1,10.41,1:36.346,4,11.15,1:37.627,3,10.39,1:36.549,5,13.05,2:12.946,2,10.40,1:36.387
