Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME
3,13.10,13.10,1,13.07,13.07,4,13.27,13.27,2,13.08,13.08
2,9.85,22.95,1,9.85,22.92,3,9.86,23.13,4,10.18,23.26
1,9.89,32.84,2,9.96,32.88,3,9.90,33.03,4,9.86,33.12
1,9.87,42.71,3,9.95,42.83,2,9.75,42.78,4,9.83,42.95
1,9.74,52.45,3,9.81,52.64,2,9.72,52.50,4,9.84,52.79
1,9.89,1:02.34,3,9.97,1:02.61,2,10.02,1:02.52,4,9.91,1:02.70
1,9.87,1:12.21,3,9.78,1:12.39,2,9.80,1:12.32,4,9.85,1:12.55
1,9.92,1:22.13,3,9.90,1:22.29,2,9.94,1:22.26,4,9.89,1:22.44
4,12.63,1:34.752,2,10.14,1:32.425,1,10.04,1:32.294,3,10.19,1:32.624
