DUBOIS Steven POSITION,DUBOIS Steven LAP TIME,DUBOIS Steven ELAPSED TIME,Mark CHONG POSITION,Mark CHONG LAP TIME,Mark CHONG ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,Tobias PIETZSCH POSITION,Tobias PIETZSCH LAP TIME,Tobias PIETZSCH ELAPSED TIME,Stanislav OMELCHENKO POSITION,Stanislav OMELCHENKO LAP TIME,Stanislav OMELCHENKO ELAPSED TIME
1,6.83,6.83,2,7.18,7.18,3,7.31,,4,7.60,7.60,5,7.83,7.83
1,8.97,15.80,2,9.19,16.37,5,15.05,,3,9.21,16.81,4,9.60,17.43
1,8.53,24.33,2,8.85,25.22,5,16.21,,3,8.88,25.69,4,9.27,26.70
1,8.84,33.17,2,9.06,34.28,5,10.44,,3,9.05,34.74,4,9.42,36.12
1,8.89,42.048,2,9.26,43.520,5,16.49,,3,9.29,44.008,4,9.73,45.831
