KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME
1,6.78,6.78,2,6.89,6.89,4,8.41,8.41,3,7.09,7.09
1,9.28,16.06,2,9.26,16.15,4,9.18,17.59,3,9.32,16.41
1,8.55,24.61,2,8.54,24.69,4,8.69,26.28,3,8.61,25.02
1,8.68,33.29,2,8.71,33.40,4,8.89,35.17,3,8.83,33.85
1,8.84,42.130,2,8.85,42.248,4,9.38,44.544,3,9.24,43.082
