Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Shotaro TANAKA POSITION,Shotaro TANAKA LAP TIME,Shotaro TANAKA ELAPSED TIME,LIU Xiao Liang POSITION,LIU Xiao Liang LAP TIME,LIU Xiao Liang ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME
2,12.920,12.920,3,12.970,12.970,4,13.070,13.070,1,12.810,12.810
2,10.530,23.460,3,10.540,23.520,4,10.500,23.570,1,10.620,23.430
1,9.620,33.080,3,9.800,33.320,2,9.730,33.310,4,9.960,33.400
2,10.280,43.360,3,10.110,43.430,1,10.000,43.310,4,10.130,43.540
1,10.120,53.480,3,10.210,53.650,2,10.230,53.550,4,10.340,53.880
1,9.840,1:03.330,3,10.010,1:03.660,2,9.980,1:03.540,4,9.950,1:03.830
1,9.910,1:13.240,3,9.800,1:13.470,2,9.700,1:13.240,4,10.280,1:14.120
1,9.780,1:23.030,3,9.640,1:23.120,2,9.810,1:23.060,4,10.780,1:24.910
1,9.770,1:32.800,3,10.250,1:33.370,2,10.290,1:33.350,4,11.910,1:36.820
