ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,Szandra LAJTOS POSITION,Szandra LAJTOS LAP TIME,Szandra LAJTOS ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME,Ekaterina STUKANOV POSITION,Ekaterina STUKANOV LAP TIME,Ekaterina STUKANOV ELAPSED TIME
3,7.972,7.972,1,7.941,7.941,2,7.972,7.972,4,8.325,8.325
2,10.070,18.042,1,10.100,18.041,3,10.125,18.096,4,10.313,18.637
1,9.665,27.706,2,9.691,27.731,3,9.695,27.791,4,9.902,28.539
1,9.899,37.605,2,10.029,37.760,3,9.975,37.766,4,10.091,38.630
1,9.65,47.248,3,9.69,47.443,2,9.60,47.365,4,10.09,48.717
