Ryan BEDFORD POSITION,Ryan BEDFORD LAP TIME,Ryan BEDFORD ELAPSED TIME,Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Siarhei YAKUSHKOU POSITION,Siarhei YAKUSHKOU LAP TIME,Siarhei YAKUSHKOU ELAPSED TIME
2,14.062,14.062,1,13.896,13.896,3,14.500,14.500,4,14.508,14.508
2,11.845,25.907,1,11.776,25.672,4,11.767,26.266,3,11.675,26.183
2,11.946,37.852,1,11.996,37.667,4,11.794,38.060,3,11.739,37.922
2,11.093,48.944,1,11.216,48.883,4,11.142,49.202,3,11.268,49.189
2,10.166,59.110,1,10.049,58.931,3,9.922,59.124,4,10.144,59.333
2,9.726,1:08.835,1,9.483,1:08.413,3,9.769,1:08.892,4,9.739,1:09.071
3,9.246,1:18.081,1,9.253,1:17.666,2,9.065,1:17.956,4,9.363,1:18.433
3,9.099,1:27.180,1,9.269,1:26.934,2,9.040,1:26.995,4,9.680,1:28.113
2,9.29,1:36.462,3,9.86,1:36.787,1,9.36,1:36.352,4,10.13,1:38.238
