Mathias VOSTE POSITION,Mathias VOSTE LAP TIME,Mathias VOSTE ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME
1,13.69,13.69,2,13.84,13.84,3,13.97,13.97,4,14.15,14.15
2,9.82,23.51,1,9.60,23.44,3,9.65,23.62,4,9.70,23.85
1,9.34,32.85,2,9.59,33.03,3,9.50,33.12,4,9.40,33.25
1,9.49,42.34,2,9.41,42.44,3,9.40,42.52,4,9.35,42.60
1,9.50,51.84,2,9.48,51.92,3,9.48,52.00,4,9.52,52.12
1,9.31,1:01.15,2,9.37,1:01.29,3,9.38,1:01.38,4,9.38,1:01.50
1,9.09,1:10.24,2,9.06,1:10.35,3,9.10,1:10.48,4,9.10,1:10.60
1,9.14,1:19.38,2,9.17,1:19.52,3,9.10,1:19.58,4,9.05,1:19.65
1,9.31,1:28.688,4,24.04,1:43.558,2,9.50,1:29.076,3,9.43,1:29.076
