LIU Yang POSITION,LIU Yang LAP TIME,LIU Yang ELAPSED TIME,Audrey PHANEUF POSITION,Audrey PHANEUF LAP TIME,Audrey PHANEUF ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,LEE Eun Byul POSITION,LEE Eun Byul LAP TIME,LEE Eun Byul ELAPSED TIME
1,7.33,7.33,2,7.39,7.39,3,7.52,7.52,4,7.71,7.71
1,9.51,16.84,2,9.51,16.90,3,9.49,17.01,4,9.36,17.07
1,9.08,25.92,2,9.09,25.99,4,9.31,26.32,3,9.13,26.20
1,9.21,35.13,2,9.22,35.21,4,9.04,35.36,3,9.09,35.29
1,9.38,44.506,2,9.45,44.656,3,9.39,44.749,4,9.56,44.848
