CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME
0,7.164,7.164,0,6.980,6.980,0,7.260,7.260,0,7.445,7.445
0,9.264,16.428,0,9.197,16.178,0,9.260,16.520,0,9.264,16.709
0,8.798,25.227,0,8.753,24.931,0,8.820,25.339,0,8.643,25.352
0,9.219,34.446,0,9.121,34.052,0,9.034,34.374,0,9.000,34.353
0,,,0,,,0,,,0,,
