Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME
4,13.81,13.81,2,13.54,13.54,1,13.50,13.50,3,13.71,13.71
3,10.31,24.12,2,10.54,24.09,1,10.55,24.05,4,10.53,24.24
1,9.17,33.29,2,9.27,33.36,3,9.40,33.46,4,9.52,33.77
1,9.45,42.75,2,9.46,42.82,3,9.44,42.91,4,9.31,43.08
1,9.50,52.25,2,9.53,52.36,3,9.47,52.38,4,9.48,52.57
1,9.15,1:01.41,2,9.10,1:01.46,3,9.14,1:01.52,4,9.14,1:01.71
3,9.21,1:10.62,1,8.98,1:10.45,2,8.96,1:10.49,4,9.13,1:10.84
3,9.14,1:19.76,2,9.19,1:19.64,1,9.15,1:19.64,4,9.19,1:20.04
3,9.48,1:29.238,1,9.36,1:29.000,2,9.46,1:29.094,4,9.52,1:29.552
