WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Gabrielle WILLIAMSON-DERRAUGH POSITION,Gabrielle WILLIAMSON-DERRAUGH LAP TIME,Gabrielle WILLIAMSON-DERRAUGH ELAPSED TIME,Caroline TRUCHON POSITION,Caroline TRUCHON LAP TIME,Caroline TRUCHON ELAPSED TIME
1,7.04,7.04,2,7.17,7.17,3,7.35,7.35,4,7.63,7.63
1,9.11,16.15,2,9.10,16.27,3,9.13,16.48,4,9.25,16.88
1,8.68,24.83,2,8.63,24.90,3,8.75,25.23,4,8.79,25.67
1,8.77,33.60,2,8.79,33.69,3,8.79,34.02,4,8.94,34.61
1,9.00,42.597,2,8.98,42.664,3,9.05,43.063,4,9.29,43.899
