FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,Jasper BRUNSMANN POSITION,Jasper BRUNSMANN LAP TIME,Jasper BRUNSMANN ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,LUEDTKE Adrian POSITION,LUEDTKE Adrian LAP TIME,LUEDTKE Adrian ELAPSED TIME,EMONS Friso POSITION,EMONS Friso LAP TIME,EMONS Friso ELAPSED TIME
1,6.84,6.84,2,6.97,6.97,3,7.23,,4,7.26,7.26,5,7.55,7.55
1,8.96,15.80,2,8.90,15.87,4,9.10,,3,9.05,16.31,5,8.90,16.45
1,8.57,24.37,2,8.57,24.44,3,8.53,,4,8.74,25.05,5,8.70,25.15
1,8.76,33.13,2,8.76,33.20,3,8.51,,4,8.66,33.71,5,8.63,33.78
1,8.97,42.10,3,9.25,42.45,2,8.98,,3,8.88,42.572,4,8.92,42.684
