J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME,BENKO Tomas POSITION,BENKO Tomas LAP TIME,BENKO Tomas ELAPSED TIME,VERNIKOV Evgeni POSITION,VERNIKOV Evgeni LAP TIME,VERNIKOV Evgeni ELAPSED TIME,Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME,Sascha HOFMANN POSITION,Sascha HOFMANN LAP TIME,Sascha HOFMANN ELAPSED TIME
2,14.207,14.207,3,14.264,14.264,1,13.974,13.974,5,14.462,14.462,4,14.341,14.341
1,9.908,24.115,5,10.119,24.382,3,10.268,24.242,4,9.875,24.337,2,9.866,24.207
1,10.209,34.324,5,10.373,34.755,2,10.082,34.324,3,10.145,34.482,4,10.316,34.522
4,10.204,44.527,5,10.205,44.959,1,10.101,44.424,3,10.022,44.503,2,9.979,44.500
1,9.704,54.231,5,10.271,55.230,2,10.141,54.565,4,10.571,55.074,3,10.463,54.963
1,9.609,1:03.839,5,10.339,1:05.568,4,10.242,1:04.807,3,9.334,1:04.408,2,9.442,1:04.404
1,9.805,1:13.644,5,10.773,1:16.341,4,10.480,1:15.287,3,10.211,1:14.618,2,10.170,1:14.574
1,10.191,1:23.834,5,11.082,1:27.423,4,10.789,1:26.075,3,10.571,1:25.189,2,10.276,1:24.849
1,11.24,1:35.068,5,11.77,1:39.185,4,11.31,1:37.383,3,11.10,1:36.289,2,10.90,1:35.742
