Michaela KUNCIROVA POSITION,Michaela KUNCIROVA LAP TIME,Michaela KUNCIROVA ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME,Raya ZAHARIEVA POSITION,Raya ZAHARIEVA LAP TIME,Raya ZAHARIEVA ELAPSED TIME
3,14.82,14.82,2,14.69,14.69,1,14.59,14.59,5,15.19,15.19,4,14.97,14.97
3,11.39,26.21,2,11.39,26.08,1,11.34,25.93,4,11.03,26.22,5,11.35,26.32
4,10.22,36.43,3,10.24,36.32,2,10.28,36.21,1,9.89,36.11,5,10.26,36.58
4,10.02,46.45,3,10.03,46.35,1,9.90,46.11,2,10.14,46.25,5,9.98,46.56
4,10.28,56.73,3,10.27,56.62,1,10.31,56.42,2,10.26,56.51,5,10.30,56.86
4,10.22,1:06.95,3,10.15,1:06.77,1,10.23,1:06.65,2,10.22,1:06.73,5,10.24,1:07.10
4,9.93,1:16.88,2,9.76,1:16.53,1,9.75,1:16.40,3,9.90,1:16.63,5,10.00,1:17.10
4,10.05,1:26.93,2,9.87,1:26.40,1,9.84,1:26.24,3,9.94,1:26.57,5,10.18,1:27.28
4,10.52,1:37.45,2,9.94,1:36.34,1,9.87,1:36.11,3,10.33,1:36.90,5,10.45,1:37.73
