LI Haonan POSITION,LI Haonan LAP TIME,LI Haonan ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME,Shani DAVIS POSITION,Shani DAVIS LAP TIME,Shani DAVIS ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME
3,13.021,13.021,4,13.318,13.318,2,12.989,12.989,1,12.959,12.959
1,10.324,23.345,4,10.466,23.784,3,10.522,23.510,2,10.485,23.443
1,10.486,33.831,4,10.274,34.057,3,10.378,33.888,2,10.411,33.854
1,9.824,43.654,4,10.101,44.158,3,9.796,43.683,2,9.824,43.677
3,9.638,53.291,4,9.592,53.750,2,9.603,53.286,1,9.584,53.260
2,9.426,1:02.717,4,9.573,1:03.323,3,9.477,1:02.762,1,9.424,1:02.684
3,9.479,1:12.196,4,9.744,1:13.067,2,9.296,1:12.058,1,9.358,1:12.041
3,9.379,1:21.575,4,10.199,1:23.265,1,9.302,1:21.359,2,9.524,1:21.565
2,9.68,1:31.248,4,10.63,1:33.888,1,9.70,1:31.056,3,9.98,1:31.544
