Christiaan BOKKERINK POSITION,Christiaan BOKKERINK LAP TIME,Christiaan BOKKERINK ELAPSED TIME,CHEN Shangpeng POSITION,CHEN Shangpeng LAP TIME,CHEN Shangpeng ELAPSED TIME,Guillaume BLAIS DUFOUR POSITION,Guillaume BLAIS DUFOUR LAP TIME,Guillaume BLAIS DUFOUR ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME
4,7.28,7.28,2,6.91,6.91,1,6.68,6.68,3,7.18,7.18
4,9.75,17.03,2,9.27,16.18,1,9.19,15.87,3,9.22,16.41
4,9.62,26.66,2,8.92,25.10,1,8.86,24.74,3,8.86,25.27
4,9.65,36.31,2,8.95,34.06,1,8.88,33.62,3,9.33,34.61
4,10.24,46.546,2,9.49,43.544,1,9.47,43.084,3,9.24,43.846
