van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,Evita KRIEVANE POSITION,Evita KRIEVANE LAP TIME,Evita KRIEVANE ELAPSED TIME
1,15.06,15.06,2,15.13,15.13,3,15.31,15.31,4,15.50,15.50
1,11.69,26.75,2,11.71,26.84,3,11.66,26.97,4,11.61,27.11
2,10.72,37.47,1,10.55,37.39,3,10.62,37.59,4,10.60,37.71
2,10.14,47.61,1,10.12,47.51,3,10.13,47.72,4,10.15,47.86
2,9.94,57.55,1,9.94,57.45,3,9.90,57.62,4,9.92,57.78
2,9.71,1:07.26,1,9.71,1:07.16,3,9.74,1:07.36,4,9.78,1:07.56
2,9.65,1:16.91,1,9.66,1:16.82,3,9.64,1:17.00,4,9.72,1:17.28
2,9.76,1:26.67,1,9.78,1:26.60,3,9.75,1:26.75,4,10.02,1:27.30
2,10.01,1:36.672,1,9.90,1:36.495,3,10.05,1:36.797,4,10.51,1:37.804
