JUNG Eun-Ju POSITION,JUNG Eun-Ju LAP TIME,JUNG Eun-Ju ELAPSED TIME,Jade WHEELER POSITION,Jade WHEELER LAP TIME,Jade WHEELER ELAPSED TIME,Brigitte MARCOZ POSITION,Brigitte MARCOZ LAP TIME,Brigitte MARCOZ ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME
1,13.637,13.637,2,13.972,13.972,3,14.138,14.138,4,14.156,14.156
1,10.838,24.475,3,10.855,24.827,4,11.379,25.516,2,10.601,24.756
1,10.360,34.835,3,10.572,35.398,4,11.751,37.267,2,10.561,35.317
1,10.559,45.393,3,10.426,45.824,4,11.252,48.519,2,10.495,45.811
1,11.246,56.639,2,11.165,56.988,4,12.338,1:00.856,3,11.407,57.218
1,11.112,1:07.750,2,11.103,1:08.091,4,13.107,1:13.962,3,11.147,1:08.365
1,11.027,1:18.777,2,10.817,1:18.908,4,13.074,1:27.036,3,11.527,1:19.891
1,10.581,1:29.357,2,10.873,1:29.781,4,15.537,1:42.573,3,11.996,1:31.886
1,11.77,1:41.127,2,11.58,1:41.354,4,14.97,1:57.541,3,12.85,1:44.727
