Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Kei SAITO POSITION,Kei SAITO LAP TIME,Kei SAITO ELAPSED TIME,Alexander FATHOULLIN POSITION,Alexander FATHOULLIN LAP TIME,Alexander FATHOULLIN ELAPSED TIME,GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME,Zachary BIGGS POSITION,Zachary BIGGS LAP TIME,Zachary BIGGS ELAPSED TIME
1,6.68,6.68,3,7.43,7.43,2,7.33,7.33,5,16.67,16.67,4,7.97,7.97
1,9.04,15.72,3,9.06,16.49,2,8.95,16.28,5,20.90,37.57,4,9.96,17.93
1,8.40,24.12,3,8.41,24.90,2,8.38,24.66,5,13.35,50.92,4,9.00,26.93
1,8.36,32.48,2,8.48,33.38,3,8.87,33.53,5,11.99,1:02.91,4,9.18,36.11
1,9.39,41.866,2,8.86,42.237,3,8.82,42.349,5,11.97,1:14.871,4,9.77,45.872
