KIM Tae Sung POSITION,KIM Tae Sung LAP TIME,KIM Tae Sung ELAPSED TIME,KRUZBERGS Roberts POSITION,KRUZBERGS Roberts LAP TIME,KRUZBERGS Roberts ELAPSED TIME,NOGRADI Bence POSITION,NOGRADI Bence LAP TIME,NOGRADI Bence ELAPSED TIME,de ROSE Ethan POSITION,de ROSE Ethan LAP TIME,de ROSE Ethan ELAPSED TIME,Dinmukhammed ZHOLDAS POSITION,Dinmukhammed ZHOLDAS LAP TIME,Dinmukhammed ZHOLDAS ELAPSED TIME
2,13.39,13.39,4,13.74,13.74,1,13.27,13.27,3,13.51,13.51,5,13.87,13.87
2,9.80,23.19,4,9.62,23.36,1,9.81,23.08,3,9.73,23.24,5,9.59,23.46
1,9.05,32.24,3,9.10,32.46,2,9.29,32.37,4,9.31,32.55,5,9.11,32.57
1,9.12,41.36,2,9.03,41.49,3,9.16,41.53,5,9.22,41.77,4,9.09,41.66
1,8.89,50.25,2,8.87,50.36,3,8.94,50.47,5,8.93,50.70,4,8.92,50.58
1,8.98,59.23,2,8.97,59.33,5,9.29,59.76,4,8.94,59.64,3,9.02,59.60
1,8.96,1:08.19,2,8.99,1:08.32,5,9.32,1:09.08,4,9.42,1:09.06,3,9.21,1:08.81
1,8.89,1:17.08,2,8.87,1:17.19,4,9.23,1:18.31,5,9.55,1:18.61,3,9.27,1:18.08
1,9.08,1:26.16,2,9.04,1:26.23,4,9.20,1:27.516,5,9.95,1:28.564,0,9.43,1:27.51
