Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME
1,6.94,6.94,3,7.11,7.11,2,6.95,6.95,4,7.25,7.25,5,7.36,7.36
2,8.96,15.90,3,8.92,16.03,1,8.87,15.82,4,8.93,16.18,5,8.91,16.27
1,8.38,24.28,3,8.39,24.42,2,8.47,24.29,4,8.41,24.59,5,8.40,24.67
1,8.42,32.70,3,8.52,32.94,2,8.55,32.84,4,8.50,33.09,5,8.49,33.16
1,8.57,41.27,2,8.54,41.48,3,8.75,41.59,5,9.06,42.152,4,8.70,41.869
