Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME,LIN Yu-Tzu POSITION,LIN Yu-Tzu LAP TIME,LIN Yu-Tzu ELAPSED TIME
3,14.71,14.71,1,14.42,14.42,4,14.86,14.86,2,14.55,14.55,5,15.02,15.02
3,10.67,25.38,1,10.73,25.15,4,10.65,25.51,2,10.70,25.25,5,10.59,25.61
3,11.03,36.41,2,11.04,36.19,4,11.03,36.54,1,10.87,36.12,5,11.13,36.74
3,10.73,47.14,2,10.84,47.03,4,10.68,47.22,1,10.81,46.93,5,10.62,47.36
1,10.08,57.22,1,10.19,57.22,3,10.13,57.35,4,10.46,57.39,5,10.45,57.81
1,9.57,1:06.79,2,9.59,1:06.81,3,9.60,1:06.95,4,9.69,1:07.08,5,9.94,1:07.75
1,9.49,1:16.28,2,9.58,1:16.39,3,9.61,1:16.56,4,9.60,1:16.68,5,10.13,1:17.88
1,9.43,1:25.71,2,9.45,1:25.84,3,9.71,1:26.27,4,9.61,1:26.29,5,10.53,1:28.41
1,9.53,1:35.24,2,9.70,1:35.54,4,10.42,1:36.69,3,9.45,1:35.74,5,10.99,1:39.40
