de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME
3,13.95,13.95,4,14.04,14.04,2,13.94,13.94,1,13.85,13.85
3,11.03,24.98,4,11.05,25.09,2,11.01,24.95,1,11.02,24.87
3,10.97,35.95,4,10.97,36.06,2,10.93,35.88,1,10.90,35.77
3,10.89,46.84,4,10.87,46.93,2,10.87,46.75,1,10.79,46.56
3,9.95,56.79,4,9.94,56.87,2,9.93,56.68,1,10.01,56.57
3,9.83,1:06.62,4,9.85,1:06.72,2,9.85,1:06.53,1,9.85,1:06.42
3,9.81,1:16.43,4,9.80,1:16.52,2,9.79,1:16.32,1,9.81,1:16.23
3,9.74,1:26.17,4,9.78,1:26.30,2,9.78,1:26.10,1,9.77,1:26.00
3,10.01,1:36.173,4,9.97,1:36.263,2,9.99,1:36.086,1,9.98,1:35.977
