VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME,Elizabeth JOHNSON POSITION,Elizabeth JOHNSON LAP TIME,Elizabeth JOHNSON ELAPSED TIME,Cheyenne GOH POSITION,Cheyenne GOH LAP TIME,Cheyenne GOH ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME
1,7.50,7.50,2,7.58,7.58,5,8.68,8.68,4,8.55,8.55,3,7.75,7.75
1,9.71,17.21,2,9.70,17.28,5,10.08,18.76,4,10.02,18.57,3,9.59,17.34
1,9.14,26.35,2,9.14,26.42,5,9.45,28.21,4,9.51,28.08,3,9.18,26.52
1,9.28,35.63,2,9.29,35.71,5,9.63,37.84,4,9.68,37.76,3,9.27,35.79
1,9.53,45.16,2,9.57,45.28,4,9.88,47.72,3,9.88,47.64,5,29.05,1:04.84
