SLABODNIK Artsemi POSITION,SLABODNIK Artsemi LAP TIME,SLABODNIK Artsemi ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME
4,13.52,,5,13.62,13.62,1,13.30,13.30,3,13.42,13.42,2,13.38,13.38
4,10.17,,5,10.20,23.82,2,10.20,23.50,3,10.16,23.58,1,10.01,23.39
4,10.05,,5,10.05,33.87,2,10.10,33.60,3,10.12,33.70,1,10.07,33.46
4,9.62,,5,9.52,43.39,2,9.60,43.20,3,9.59,43.29,1,9.67,43.13
5,9.82,,4,9.60,52.99,2,9.64,52.84,1,9.49,52.78,3,9.79,52.92
4,9.51,,3,9.31,1:02.30,2,9.35,1:02.19,1,9.25,1:02.03,5,10.03,1:02.95
4,9.89,,3,9.30,1:11.60,2,9.36,1:11.55,1,9.07,1:11.10,5,9.73,1:12.68
4,10.02,,2,8.94,1:20.54,3,9.63,1:21.18,1,9.05,1:20.15,5,10.01,1:22.69
4,10.31,,2,8.90,1:29.44,3,9.79,1:30.97,1,9.22,1:29.37,5,10.25,1:32.94
