Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,Alix-Myra ANDERSON POSITION,Alix-Myra ANDERSON LAP TIME,Alix-Myra ANDERSON ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
3,7.95,7.95,2,7.81,7.81,4,8.11,8.11,1,7.33,7.33
3,9.66,17.61,2,9.72,17.53,4,9.89,18.00,1,9.67,17.00
3,9.22,26.83,2,9.20,26.73,4,9.42,27.42,1,9.32,26.32
2,9.34,36.17,3,9.55,36.28,4,9.68,37.10,1,9.41,35.73
2,9.49,45.656,3,9.68,45.953,4,10.05,47.150,1,9.71,45.435
