Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Jonathan LOPEZ POSITION,Jonathan LOPEZ LAP TIME,Jonathan LOPEZ ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME
2,13.25,13.25,5,13.62,13.62,3,13.36,13.36,1,13.15,13.15,4,13.50,13.50
2,10.04,23.29,5,10.19,23.81,3,10.01,23.37,1,10.08,23.23,4,10.07,23.57
1,9.93,33.22,5,10.00,33.81,3,10.03,33.40,2,10.01,33.24,4,10.01,33.58
1,9.54,42.76,5,9.95,43.76,3,9.60,43.00,2,9.61,42.85,4,9.64,43.22
1,9.55,52.31,5,9.86,53.62,3,9.55,52.55,2,9.56,52.41,4,9.51,52.73
1,9.43,1:01.74,5,10.21,1:03.83,3,9.39,1:01.94,2,9.35,1:01.76,4,9.54,1:02.27
2,9.39,1:11.13,5,10.58,1:14.41,3,9.33,1:11.27,1,9.22,1:10.98,4,9.66,1:11.93
2,9.33,1:20.46,5,10.93,1:25.34,3,9.31,1:20.58,1,9.25,1:20.23,4,10.01,1:21.94
2,9.46,1:29.914,5,11.16,1:36.494,3,9.44,1:30.017,1,9.41,1:29.636,4,10.87,1:32.804
