Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,SANTOS Kristen POSITION,SANTOS Kristen LAP TIME,SANTOS Kristen ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME
2,13.24,13.24,1,13.12,13.12,5,13.61,13.61,3,13.33,13.33,6,13.68,13.68,4,13.44,13.44
2,9.74,22.98,1,9.82,22.94,5,9.61,23.22,4,9.83,23.16,6,9.64,23.32,3,9.61,23.05
2,9.38,32.36,1,9.32,32.26,5,9.48,32.70,4,9.43,32.59,6,9.47,32.79,3,9.43,32.48
2,9.52,41.88,1,9.48,41.74,5,9.44,42.14,3,9.35,41.94,6,9.46,42.25,4,9.51,41.99
2,9.20,51.08,1,9.25,50.99,4,9.30,51.44,3,9.26,51.20,6,9.36,51.61,5,9.57,51.56
2,9.22,1:00.30,1,9.23,1:00.22,4,9.12,1:00.56,3,9.21,1:00.41,6,9.33,1:00.94,5,9.10,1:00.66
1,9.19,1:09.49,3,9.37,1:09.59,4,9.19,1:09.75,2,9.09,1:09.50,6,9.24,1:10.18,4,9.09,1:09.75
2,9.55,1:19.04,3,9.48,1:19.07,5,9.51,1:19.26,1,9.23,1:18.73,6,9.30,1:19.48,4,9.41,1:19.16
3,9.72,1:28.76,2,9.63,1:28.70,0,,PHOTO,1,9.36,1:28.09,6,9.50,1:28.98,0,,PHOTO
