Aliaksandr ANTANENKA POSITION,Aliaksandr ANTANENKA LAP TIME,Aliaksandr ANTANENKA ELAPSED TIME,DOJKIC Viktor POSITION,DOJKIC Viktor LAP TIME,DOJKIC Viktor ELAPSED TIME,JURKIEWICZ Przemyslaw POSITION,JURKIEWICZ Przemyslaw LAP TIME,JURKIEWICZ Przemyslaw ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Matthew FULLER POSITION,Matthew FULLER LAP TIME,Matthew FULLER ELAPSED TIME
4,14.212,14.212,5,14.907,14.907,3,14.041,14.041,2,13.924,13.924,1,13.295,13.295
4,9.953,24.164,5,10.983,25.890,3,10.107,24.148,2,9.905,23.828,1,9.868,23.162
4,10.557,34.721,5,11.324,37.213,3,10.338,34.485,2,10.639,34.467,1,9.878,33.040
3,10.621,45.342,5,11.285,48.498,4,11.018,45.503,2,10.768,45.235,1,10.012,43.052
3,9.765,55.106,4,11.531,1:00.028,5,19.407,1:04.910,2,9.822,55.056,1,10.042,53.093
2,9.557,1:04.663,4,11.617,1:11.645,5,9.649,1:14.558,3,9.706,1:04.761,1,10.156,1:03.248
3,9.688,1:14.351,5,13.397,1:25.041,4,9.600,1:24.158,2,9.550,1:14.311,1,9.981,1:13.229
5,38.368,1:52.718,4,12.857,1:37.898,3,9.909,1:34.066,2,9.519,1:23.830,1,10.014,1:23.243
2,,1:33.795,4,12.53,1:50.425,1,,1:33.743,5,54.46,2:18.281,3,10.78,1:34.021
