Melle van 'T WOUT POSITION,Melle van 'T WOUT LAP TIME,Melle van 'T WOUT ELAPSED TIME,ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME,KAZHGALI Nurtilek POSITION,KAZHGALI Nurtilek LAP TIME,KAZHGALI Nurtilek ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,TIAN Jialong POSITION,TIAN Jialong LAP TIME,TIAN Jialong ELAPSED TIME
1,12.52,12.52,2,12.62,12.62,5,13.19,13.19,3,12.78,12.78,4,12.97,
2,9.66,22.18,3,9.62,22.24,5,9.34,22.53,1,9.32,22.10,4,9.39,
2,9.68,31.86,3,9.73,31.97,5,9.60,32.13,1,9.66,31.76,4,9.66,
3,9.32,41.18,4,9.32,41.29,5,9.18,41.31,2,9.35,41.11,1,8.94,
3,9.19,50.37,4,9.21,50.50,5,9.35,50.66,1,9.14,50.25,2,9.31,
2,9.16,59.53,3,9.20,59.70,4,9.16,59.82,1,9.15,59.40,5,9.94,
2,9.15,1:08.68,4,9.25,1:08.95,3,8.99,1:08.81,1,9.15,1:08.55,5,9.88,
2,9.14,1:17.82,3,9.07,1:18.02,4,9.39,1:18.20,1,9.16,1:17.71,5,9.85,
2,9.42,1:27.24,3,9.34,1:27.36,4,9.36,1:27.56,1,9.36,1:27.07,5,10.37,
