Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Matus UZAK POSITION,Matus UZAK LAP TIME,Matus UZAK ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME
1,6.708,6.708,3,7.212,7.212,2,6.887,6.887,4,7.215,7.215
1,9.191,15.898,4,9.205,16.416,2,9.089,15.975,3,8.930,16.144
1,8.868,24.766,4,9.178,25.593,2,8.879,24.854,3,8.875,25.018
1,9.009,33.774,4,9.286,34.878,3,9.182,34.036,2,8.899,33.917
1,9.30,43.067,4,9.43,44.304,3,9.68,43.711,2,9.27,43.180
