Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME,Maaike VOS POSITION,Maaike VOS LAP TIME,Maaike VOS ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME
1,6.96,6.96,3,7.38,7.38,2,7.26,7.26,4,7.46,7.46
0,,,3,9.72,17.11,1,9.50,16.76,2,9.60,17.06
1,0.00,25.73,3,9.11,26.22,2,9.17,25.94,4,9.25,26.31
1,9.41,35.15,3,9.25,35.48,2,9.34,35.29,4,9.18,35.50
1,9.76,44.901,3,9.60,45.079,2,9.71,44.996,4,9.60,45.092
