Ryan BEDFORD POSITION,Ryan BEDFORD LAP TIME,Ryan BEDFORD ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Serdar ILTIR POSITION,Serdar ILTIR LAP TIME,Serdar ILTIR ELAPSED TIME
1,6.94,6.94,3,7.23,7.23,2,7.04,7.04,4,7.79,7.79
1,9.55,16.49,3,9.47,16.70,2,9.56,16.60,4,10.05,17.84
1,8.55,25.04,3,8.64,25.34,2,8.64,25.24,4,9.51,27.35
1,8.86,33.90,3,8.99,34.33,2,8.98,34.22,4,9.90,37.25
1,9.05,42.946,3,9.13,43.459,2,9.22,43.437,4,10.07,47.319
