Paula BZURA POSITION,Paula BZURA LAP TIME,Paula BZURA ELAPSED TIME,Duygu KAN POSITION,Duygu KAN LAP TIME,Duygu KAN ELAPSED TIME,Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME,Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME
2,7.74,7.74,4,9.06,9.06,3,7.82,7.82,1,7.53,7.53
2,10.02,17.76,4,12.09,21.15,3,9.97,17.79,1,9.76,17.29
2,9.26,27.02,4,11.69,32.84,3,9.44,27.23,1,9.41,26.70
2,9.52,36.54,4,12.12,44.96,3,9.35,36.58,1,9.68,36.38
2,9.73,46.266,4,12.44,57.399,3,9.77,46.344,1,9.81,46.189
