William PREUDHOMME POSITION,William PREUDHOMME LAP TIME,William PREUDHOMME ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,Artem KOZLOV POSITION,Artem KOZLOV LAP TIME,Artem KOZLOV ELAPSED TIME
1,6.78,6.78,3,7.08,7.08,2,6.90,6.90,4,7.13,7.13
1,8.94,15.72,4,8.94,16.02,2,8.91,15.81,3,8.89,16.02
2,8.59,24.31,4,8.64,24.66,1,8.43,24.24,3,8.46,24.48
1,8.34,32.65,4,8.46,33.12,2,8.50,32.74,3,8.41,32.89
1,8.51,41.156,4,8.58,41.699,2,8.51,41.245,3,8.48,41.367
