Bor Luka URLEP POSITION,Bor Luka URLEP LAP TIME,Bor Luka URLEP ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,KIM Dagyeom POSITION,KIM Dagyeom LAP TIME,KIM Dagyeom ELAPSED TIME,Armstrong LAZENBY POSITION,Armstrong LAZENBY LAP TIME,Armstrong LAZENBY ELAPSED TIME,SU Jun-Peng POSITION,SU Jun-Peng LAP TIME,SU Jun-Peng ELAPSED TIME
4,7.76,7.76,1,7.14,7.14,2,7.29,7.29,3,7.41,7.41,5,7.89,7.89
5,10.39,18.15,1,9.16,16.30,2,9.04,16.33,3,9.21,16.62,4,9.86,17.75
5,10.36,28.51,2,8.99,25.29,1,8.78,25.11,3,9.04,25.66,4,9.39,27.14
5,17.93,46.44,2,9.06,34.35,1,8.92,34.03,3,9.30,34.96,4,9.67,36.81
5,11.77,58.203,2,9.18,43.526,1,9.12,43.141,3,9.87,44.828,4,10.25,47.056
