Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME
1,6.97,6.97,3,7.11,7.11,2,7.01,7.01,4,7.22,7.22
2,9.70,16.67,4,9.75,16.86,1,9.64,16.65,3,9.62,16.84
1,8.97,25.64,3,9.07,25.93,2,9.12,25.77,4,9.30,26.14
1,8.93,34.57,3,8.91,34.84,2,8.93,34.70,4,8.98,35.12
1,9.06,43.622,3,9.02,43.857,2,9.08,43.779,4,9.14,44.251
