TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,Paul BEAUCHAMP POSITION,Paul BEAUCHAMP LAP TIME,Paul BEAUCHAMP ELAPSED TIME,Takayuki MURATAKE POSITION,Takayuki MURATAKE LAP TIME,Takayuki MURATAKE ELAPSED TIME,ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME
1,6.93,6.93,2,7.08,7.08,3,7.19,7.19,4,7.32,7.32
1,8.92,15.85,2,8.86,15.94,3,8.85,16.04,4,8.84,16.16
1,8.50,24.35,3,8.56,24.50,2,8.45,24.49,4,8.46,24.62
1,8.65,33.00,4,9.56,34.06,3,9.10,33.59,2,8.85,33.47
1,8.88,41.857,4,8.86,42.899,3,8.80,42.376,2,8.89,42.335
