GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME
3,7.32,7.32,1,6.88,6.88,2,7.22,7.22,4,7.42,7.42
4,9.56,16.88,1,8.80,15.68,2,8.74,15.96,3,9.09,16.51
4,9.07,25.95,1,8.51,24.19,2,8.40,24.36,3,8.43,24.94
4,9.36,35.31,1,8.64,32.83,2,8.55,32.91,3,8.68,33.62
4,9.56,44.864,1,9.05,41.875,2,9.05,41.958,3,8.94,42.557
